ip,isp,city,countrycode,latitude,longitude
173.209.77.71,"Smartcom Telephone, LLC",McAllen,US,26.2759,-98.233
217.71.18.36,Junta de Castilla y Leon,Valladolid,ES,41.6552,-4.7237
152.22.0.229,North Carolina Research and Education Network,Bethania,US,36.1824,-80.3381
82.80.17.163,Bezeq International,Tel Aviv,IL,32.0667,34.7667
71.162.36.136,Verizon Internet Services,Altoona,US,40.5536,-78.424
66.122.14.254,AT&T Internet Services,Bakersfield,US,35.3456,-119.0756
107.15.59.194,Time Warner Cable,Durham,US,35.95,-78.9616
85.199.244.27,Metronet (UK) Limited,Manchester,GB,53.4986,-2.2385
76.68.124.154,Bell Canada,Markham,CA,43.8479,-79.3288
2.51.37.177,Emirates,Dubai,AE,25.2582,55.3047
221.147.20.239,Korea Telecom,Seoul,KR,37.5985,126.9783
2.178.36.62,Information Technology Company (ITC),,IR,35.6961,51.4231
60.191.205.70,China Telecom,Jinhua,CN,29.1068,119.6442
77.161.13.96,KPN,Berlicum,NL,51.6775,5.4
190.160.215.188,VTR Banda Ancha S.A.,Santiago,CL,-33.45,-70.6667
75.120.212.217,CenturyLink,Olive Branch,US,34.918,-89.8216
91.99.193.89,Pars Online PJS,,IR,35.7261,51.3304
203.116.31.107,StarHub Internet,Singapore,SG,1.2931,103.8558
176.31.226.149,OVH SAS,,FR,48.86,2.35
59.167.63.46,iiNet Limited,Adelaide,AU,-34.9287,138.5986
174.88.185.73,Bell Canada,Markham,CA,43.8479,-79.3288
70.39.231.44,Tinet Spa,,US,37.751,-97.822
123.211.125.75,Telstra Internet,,AU,-27.471,153.0243
24.72.143.205,Access Communications Co-operative Limited,Regina,CA,50.4153,-104.6103
94.41.213.197,OJSC Ufanet,Ufa,RU,54.7852,56.0456
190.210.81.131,NSS S.A.,CÃ³rdoba,AR,-31.425,-64.175
124.149.187.159,iiNet Limited,Crows Nest,AU,-33.8265,151.2019
98.235.172.102,Comcast Cable,Dallas,US,41.3424,-75.9904
64.150.128.242,Horry Telephone Cooperative,Myrtle Beach,US,33.6359,-79.028
73.1.68.75,Comcast Cable,Port Saint Lucie,US,27.3326,-80.4217
202.188.59.186,TM Net,Kuala Lumpur,MY,3.1328,101.6783
73.27.236.143,Comcast Cable,Englewood,US,26.9554,-82.2987
74.57.106.27,Videotron Ltee,Anjou,CA,45.6097,-73.5794
138.75.131.211,MobileOne,Singapore,SG,1.2931,103.8558
91.98.75.194,Pars Online PJS,,IR,35.7261,51.3304
27.32.115.251,TPG Internet,Wahroonga,AU,-33.7333,151.1
85.240.232.127,Meo - Servicos De Comunicacoes E Multimedia S.A.,SetÃºbal,PT,38.5333,-8.9
194.239.215.18,Tele Danmark,Helsinge,DK,56.0228,12.1975
161.53.179.226,Croatian Academic and Research Network,,HR,45.1667,15.5
93.156.124.239,"Telecable de Asturias,SA",GijÃ³n,ES,43.5357,-5.6615
72.14.199.138,Google,Mountain View,US,37.4192,-122.0574
159.153.4.50,Electronic Arts,Redwood City,US,37.5331,-122.2471
173.64.199.175,Verizon Fios,Wylie,US,33.0162,-96.5382
220.181.132.215,China Telecom,Beijing,CN,39.9289,116.3883
174.129.179.186,Amazon.com,Ashburn,US,39.018,-77.539
85.255.235.175,Vodafone Limited,,GB,51.5,-0.13
194.83.57.1,Jisc Services Limited,Inverness,GB,57.4667,-4.2333
64.33.229.56,South Dakota Network,Hayti,US,44.7027,-97.2291
64.126.164.196,"First Step Internet, LLC",Moscow,US,46.7172,-116.9179
173.79.13.198,Verizon Fios,Bristow,US,38.7405,-77.5621
96.253.108.210,Verizon Fios,Richmond,US,37.7338,-77.8881
125.22.43.23,Bharti Airtel,Chennai,IN,13.0833,80.2833
108.11.140.143,Verizon Internet Services,Union City,US,41.9012,-79.8524
78.145.252.217,TalkTalk,Bristol,GB,51.4552,-2.5966
217.177.92.22,RM Education plc,Ryde,GB,50.7167,-1.1667
98.179.217.63,Cox Communications,Abbeville,US,29.9124,-92.211
146.185.170.99,Digital Ocean,Amsterdam,NL,52.35,4.9167
71.238.184.226,Comcast Cable,Jacksonville,US,34.9184,-92.1362
189.91.11.88,Rede Brasileira de Comunicacao Ltda,,BR,-23.5477,-46.6358
86.179.214.220,BT,Bo'ness,GB,56.0167,-3.6167
75.135.240.177,Charter Communications,Hastings,US,40.597,-98.3311
74.66.87.23,Time Warner Cable,Brooklyn,US,40.6944,-73.9906
41.99.38.47,Telecom Algeria,Ouargla,DZ,31.9575,5.3278
88.179.52.145,Free SAS,Paris,FR,48.8925,2.3444
71.37.0.245,CenturyLink,Seattle,US,47.7157,-122.301
46.218.35.106,Completel,,FR,48.86,2.35
83.39.214.117,Telefonica De Espana,Madrid,ES,40.4165,-3.7026
24.46.143.221,Optimum Online,The Bronx,US,40.8767,-73.9056
217.233.11.106,Deutsche Telekom AG,Schopfheim,DE,47.653,7.8277
115.113.135.227,Tata Communications,Mumbai,IN,18.975,72.8258
72.37.249.52,Tinet Spa,Arvada,US,39.8131,-105.1257
64.121.1.42,RCN,Lansdowne,US,39.9367,-75.2622
199.195.108.107,Paradise Valley Unified School District,Phoenix,US,33.6238,-112.004
163.153.27.216,Albany Schoharie Schenectady BOCES,Schenectady,US,42.7944,-73.8651
202.45.119.23,iiNet Limited,Mount Waverley,AU,-37.8771,145.1294
202.45.119.22,iiNet Limited,Mount Waverley,AU,-37.8771,145.1294
202.45.119.21,iiNet Limited,Mount Waverley,AU,-37.8771,145.1294
202.45.119.20,iiNet Limited,Mount Waverley,AU,-37.8771,145.1294
202.45.119.27,iiNet Limited,Mount Waverley,AU,-37.8771,145.1294
202.45.119.26,iiNet Limited,Mount Waverley,AU,-37.8771,145.1294
202.45.119.25,iiNet Limited,Mount Waverley,AU,-37.8771,145.1294
202.45.119.24,iiNet Limited,Mount Waverley,AU,-37.8771,145.1294
177.43.160.148,Global Village Telecom,Rio de Janeiro,BR,-22.9,-43.2333
87.210.85.73,Tele2 Nederland,Amsterdam,NL,52.35,4.9167
202.45.119.28,iiNet Limited,Mount Waverley,AU,-37.8771,145.1294
204.152.235.219,Hewitt Associates,Lincolnshire,US,42.1973,-87.9241
198.199.14.12,Wajam,Montreal,CA,45.5176,-73.5804
65.31.119.150,Time Warner Cable,North Prairie,US,42.9338,-88.403
121.210.186.32,Telstra Internet,Brunswick West,AU,-37.7833,144.9333
86.184.162.215,BT,Bristol,GB,51.4552,-2.5966
208.125.167.146,Time Warner Cable,Amsterdam,US,42.9694,-74.1224
23.247.143.143,"Micfo, LLC.",Austin,US,30.3264,-97.7713
199.127.132.42,EAGLE-Net Alliance,Meeker,US,40.0375,-107.9131
84.249.99.226,TeliaSonera Finland Oyj,Turku,FI,60.4167,22.1831
65.92.79.34,Bell Canada,Ajax,CA,43.8843,-79.0534
121.43.187.19,"Hangzhou Alibaba Advertising Co.,Ltd.",Hangzhou,CN,30.2936,120.1614
199.195.108.106,Paradise Valley Unified School District,Phoenix,US,33.6238,-112.004
187.213.199.177,Telmex,Pachuca,MX,20.1167,-98.7333
67.161.78.8,Comcast Cable,South San Francisco,US,37.6534,-122.4231
50.206.57.130,Comcast Cable,Westfield,US,42.1733,-72.7715
194.225.239.59,Research Center of Theoretical Physics & Mathemati,,IR,35.6961,51.4231
209.118.181.132,XO Communications,Redwood City,US,37.4852,-122.2364
174.52.41.116,Comcast Cable,West Jordan,US,40.6236,-111.9871
189.69.178.216,Vivo,Itaquaquecetuba,BR,-23.4833,-46.35
206.224.253.169,Orange County Department of Education,Garden Grove,US,33.7886,-117.9306
27.252.147.107,Vodafone New Zealand,Auckland,NZ,-36.898,174.9308
115.151.71.216,China Telecom,Nanchang,CN,28.55,115.9333
92.62.170.50,Transmog Inc S.A.L,Beirut,LB,33.8719,35.5097
183.136.135.153,China Telecom,Ningbo,CN,29.8782,121.5495
24.10.198.22,Comcast Cable,Ogden,US,41.1828,-111.915
79.247.196.231,Deutsche Telekom AG,Leun,DE,50.55,8.3667
67.187.142.90,Comcast Cable,Valley Springs,US,38.161,-120.8414
178.94.162.34,PJSC Ukrtelecom,Rivne,UA,50.6231,26.2274
96.231.40.178,Verizon Fios,Bowie,US,38.9927,-76.7383
70.189.195.73,Cox Communications,Las Vegas,US,36.11,-115.2118
209.142.141.162,CenturyLink,Eagle,US,39.6101,-106.7991
71.234.35.57,Comcast Cable,Provincetown,US,42.0511,-70.196
50.8.35.72,Clear Wireless,Sugar Land,US,29.5557,-95.6335
71.173.55.184,Verizon Internet Services,Pottsville,US,40.6895,-76.1958
92.43.66.7,emPSN Services Limited,Lincoln,GB,53.3,-0.7333
136.235.244.62,"California State University, Office of the Chancel",Carmichael,US,38.6262,-121.3248
87.110.162.241,SIA Lattelecom,Riga,LV,56.95,24.1
219.93.183.102,TM Net,,MY,2.5,112.5
108.14.247.144,Verizon Fios,Nyack,US,41.0861,-73.9285
76.4.132.247,CenturyLink,Kissimmee,US,28.2423,-81.4456
208.87.72.41,The University of Tennessee at Martin,Martin,US,36.2824,-88.7381
72.18.106.12,Ellijay Telephone Company,Ellijay,US,34.7044,-84.4253
209.137.246.50,Blackfoot Telephone Cooperative,Livingston,US,45.7068,-110.5392
184.187.152.11,Cox Communications,Lafayette,US,30.1605,-92.0332
50.193.21.9,Comcast Cable,Alameda,US,37.7735,-122.2788
54.221.138.247,Amazon Technologies,Ashburn,US,39.018,-77.539
98.242.135.129,Comcast Cable,Miami,US,25.7014,-80.3582
213.41.209.70,Nerim SAS,Bagneux,FR,48.7956,2.308
74.105.107.96,Verizon Fios,Toms River,US,40.004,-74.2258
63.153.224.54,CenturyLink,Des Moines,US,41.6291,-93.6658
88.98.32.108,Zen Internet,Shrewsbury,GB,52.6755,-2.7616
85.105.201.6,Turk Telekom,,TR,40.7669,29.9169
212.16.77.254,Farhang Azma Communications Company,,IR,35.6961,51.4231
76.6.164.197,CenturyLink,Sunbury,US,40.2667,-82.8477
203.110.246.230,NKN EDGE Network,Kharagpur,IN,22.3333,87.3333
85.106.222.240,Turk Telekom,Malatya,TR,38.3602,38.3313
67.8.103.198,Time Warner Cable,Winter Springs,US,28.6812,-81.2763
70.54.75.246,Bell Canada,Mississauga,CA,43.5373,-79.6903
98.234.56.6,Comcast Cable,Pacifica,US,37.601,-122.4545
168.11.77.199,Board of Regents of the University System of Georg,Savannah,US,31.973,-81.084
42.3.155.169,Netvigator,Central District,HK,22.2833,114.15
8.225.193.67,Allegheny Intermediate Unit,Pittsburgh,US,40.369,-80.0457
78.8.75.9,Netia SA,Legnica,PL,51.2,16.2
125.30.94.227,Internet Initiative Japan,Tokyo,JP,35.685,139.7514
122.170.32.167,Airtel Broadband,Pune,IN,18.5333,73.8667
165.155.204.100,New York City Public Schools,New York,US,40.8132,-73.9386
78.133.77.168,GO p.l.c.,Birkirkara,MT,35.8972,14.4611
110.137.197.124,PT Telkom Indonesia,Bekasi,ID,-6.2349,106.9896
72.218.9.180,Cox Communications,Virginia Beach,US,36.6753,-75.9161
173.64.203.89,Verizon Fios,Plano,US,33.0812,-96.8133
97.93.98.34,Charter Communications,Rosemead,US,34.0616,-118.0818
72.73.208.110,Verizon Internet Services,Willingboro,US,40.0257,-74.8916
165.138.79.139,Education Networks of America,Greenfield,US,39.815,-85.7835
82.219.206.209,Exa Networks Limited,Chichester,GB,50.8383,-0.6708
2.187.31.228,Information Technology Company (ITC),,IR,35.6961,51.4231
189.6.16.246,NET Virtua,BrasÃ­lia,BR,-15.7833,-47.9167
193.222.161.6,Philip Morris International IT Service Center Sarl,Lausanne,CH,46.5199,6.6425
50.19.38.145,Amazon.com,Ashburn,US,39.018,-77.539
71.184.207.124,Verizon Fios,Wayland,US,42.3613,-71.3629
67.236.2.91,CenturyLink,Johnson City,US,36.3,-82.3824
152.26.69.46,North Carolina Research and Education Network,Matthews,US,35.0748,-80.6774
173.162.202.17,Comcast Business Communications,Plymouth,US,41.8734,-70.6394
65.34.16.30,Time Warner Cable,Orlando,US,28.5535,-81.3004
66.69.119.129,Time Warner Cable,Converse,US,29.4886,-98.2735
46.27.148.129,Vodafone Spain,Valencia,ES,39.4698,-0.3774
205.123.128.2,Utah Education Network,Heber,US,40.4363,-111.1946
149.241.10.158,Sky Broadband,,GB,51.5,-0.13
168.169.224.40,Erie 1 BOCES,Buffalo,US,42.9175,-78.8892
208.92.199.6,Champaign Telephone Company,Urbana,US,40.1095,-88.2123
64.58.7.90,MHO Networks,Denver,US,39.677,-104.9647
222.45.85.210,China TieTong,Xuzhou,CN,34.1805,117.1571
146.95.24.57,City University of New York,New York,US,40.7143,-74.006
70.89.62.18,Comcast Business Communications,Philadelphia,US,40.0425,-75.0184
204.169.235.150,TIES,Minneapolis,US,45.1652,-93.1889
187.86.208.10,T-Systems TelecomunicaÃ§Ãµes e ServiÃ§os Ltda.,Santo AndrÃ©,BR,-23.6667,-46.5167
64.25.130.238,Blackfoot Telephone Cooperative,Missoula,US,46.8582,-113.9896
70.244.100.2,AT&T Internet Services,Derby,US,37.5629,-97.2285
211.129.81.174,NTT,Yokohama,JP,35.4478,139.6425
187.213.234.195,Telmex,Mineral del Chico,MX,20.2167,-98.7333
66.249.88.14,Google,Mountain View,US,37.4192,-122.0574
124.6.181.52,Globe Telecom,Tarlac City,PH,15.2069,120.9619
89.21.194.44,Convergenze S.p.A.,Gubbio,IT,43.2757,12.5631
122.175.26.52,Airtel Broadband,Hyderabad,IN,17.3753,78.4744
115.187.231.96,Symbio Networks,Rozelle,AU,-33.865,151.1728
108.237.76.200,AT&T U-verse,Dinuba,US,36.5237,-119.3953
124.6.181.55,Globe Telecom,Tarlac City,PH,15.2069,120.9619
154.5.48.98,Telus Communications,Richmond,CA,49.17,-123.1368
204.11.157.57,"Broadband VI, LLC",,US,37.751,-97.822
76.233.160.190,AT&T U-verse,Sparks,US,39.5369,-119.4186
104.162.21.71,Time Warner Cable,Fresh Meadows,US,40.728,-73.7881
194.176.64.66,Onyx Group,,GB,51.5,-0.13
92.6.77.175,TalkTalk,Newquay,GB,50.4167,-5.0833
180.149.51.235,NKN Core Network,,IN,20,77
67.195.115.126,Yahoo!,Sunnyvale,US,37.4249,-122.0074
205.235.52.10,Berks County Intermediate Unit,Boyertown,US,40.3468,-75.6809
14.52.55.160,Korea Telecom,Seoul,KR,37.5985,126.9783
68.7.203.66,Cox Communications,San Diego,US,32.5694,-117.0158
216.164.41.37,RCN,Peach Bottom,US,39.7716,-76.1776
186.7.147.60,Claro Dominican Republic,Santo Domingo,DO,18.4667,-69.9
78.63.206.147,TEO LT,Vilnius,LT,54.6833,25.3167
170.3.8.253,New York State Department of Transportation,Albany,US,42.6149,-73.9708
69.35.211.53,Hughes Network Systems,,US,37.751,-97.822
125.212.122.59,Bayan Telecommunications,Quezon City,PH,14.6488,121.0509
69.35.211.51,Hughes Network Systems,,US,37.751,-97.822
89.142.134.194,Telekom Slovenije d.d.,Maribor,SI,46.5547,15.6467
204.187.76.254,Via Computer and Communications (ViaNet),Lindsay,CA,44.3501,-78.7329
69.35.211.54,Hughes Network Systems,,US,37.751,-97.822
86.184.192.55,BT,Arbroath,GB,56.5548,-2.6507
14.29.80.36,China Telecom,Shenzhen,CN,22.5333,114.1333
142.68.128.67,Bell Aliant,Halifax,CA,44.65,-63.6
204.185.34.74,University of Missouri - dba the Missouri Research,Columbia,US,38.8817,-92.402
81.158.165.82,BT,Witheridge,GB,50.9167,-3.7167
24.176.119.229,Charter Communications,Lexington,US,35.6555,-88.4188
85.192.72.160,Centre de Telecomuncaciones i Tecnologies de la In,Barcelona,ES,41.3888,2.159
119.95.36.145,Philippine Long Distance Telephone,Quezon City,PH,14.5182,121.1988
14.29.80.34,China Telecom,Shenzhen,CN,22.5333,114.1333
31.207.235.37,Intersvyaz,Chelyabinsk,RU,55.1544,61.4297
174.89.40.250,Bell Canada,Hamilton,CA,43.2514,-79.8925
188.27.113.144,RCS & RDS,Bucharest,RO,44.4186,26.0622
74.204.136.250,"Allegiance Communications, LLC",Fort Riley-Camp Whiteside,US,39.0888,-96.7885
113.65.237.184,China Telecom,Guangzhou,CN,23.1167,113.25
90.214.157.225,Sky Broadband,Peterborough,GB,52.587,-0.239
173.57.148.73,Verizon Fios,Plano,US,33.0347,-96.8134
168.99.160.231,Washington State K-20 Telecommunications Network,Lynnwood,US,47.8209,-122.3151
92.104.160.28,Bluewin,Bern / Liebefeld,CH,46.9258,7.4145
200.120.205.173,VTR Banda Ancha S.A.,ViÃ±a del Mar,CL,-33.0081,-71.5197
209.190.26.242,eNET,Columbus,US,40.0842,-82.9378
62.171.198.9,RM Education plc,Bracknell,GB,51.4167,-0.75
62.171.198.8,RM Education plc,Bracknell,GB,51.4167,-0.75
137.132.3.10,Computer Centre,Singapore,SG,1.2931,103.8558
62.171.198.5,RM Education plc,Bracknell,GB,51.4167,-0.75
62.171.198.4,RM Education plc,Bracknell,GB,51.4167,-0.75
62.171.198.7,RM Education plc,Bracknell,GB,51.4167,-0.75
128.62.53.245,University of Texas at Austin,Austin,US,30.2961,-97.7369
205.202.120.210,University of Nebraska Central Administration,Omaha,US,41.2349,-96.049
198.31.196.189,Level 3 Communications,Tampa,US,28.0064,-82.5905
54.234.68.65,Amazon Technologies,Ashburn,US,39.018,-77.539
177.96.64.189,Global Village Telecom,Toledo,BR,-24.7333,-53.75
189.33.88.244,NET Virtua,SÃ£o Paulo,BR,-23.5475,-46.6361
64.183.38.246,Time Warner Cable,Los Angeles,US,34.0291,-118.3993
50.92.223.163,Telus Communications,Vancouver,CA,49.262,-123.0923
62.210.56.65,Dedibox SAS,,FR,48.86,2.35
203.14.52.67,Department of Finance - Western Australia,Perth,AU,-31.9522,115.8614
68.54.247.100,Comcast Cable,Sterling Heights,US,42.5645,-83.0647
164.164.41.4,Software Technology Parks of India - Bangalore,Bengaluru,IN,12.9833,77.5833
199.212.251.23,Waterloo Region District School Board,Kitchener,CA,43.4106,-80.5011
165.234.184.67,"State of North Dakota, ITD",Grand Forks,US,47.8719,-97.1503
77.21.86.188,Vodafone Kabel Deutschland,Peine,DE,52.3233,10.2307
50.202.220.138,Comcast Cable,Franklinville,US,39.6193,-75.0318
66.42.227.243,Fuse Internet Access,Cincinnati,US,39.2066,-84.3964
210.55.200.160,Spark New Zealand,Geraldine,NZ,-44.0883,171.2201
99.234.223.69,Rogers Cable,Toronto,CA,43.7694,-79.4921
216.159.98.230,Iowa Communications Network,Cedar Rapids,US,42.0245,-91.662
69.119.78.175,Optimum Online,Selden,US,40.8714,-73.0425
24.6.99.168,Comcast Cable,San Carlos,US,37.498,-122.2672
78.171.75.72,Turk Telekom,Istanbul,TR,41.0186,28.9647
66.189.99.146,Charter Communications,Fiskdale,US,42.1065,-72.1131
201.202.246.162,Santa Rita,,CR,10,-84
47.54.210.157,Bell Aliant,Charlottetown,CA,46.2716,-63.0165
74.72.1.157,Time Warner Cable,Flushing,US,40.7665,-73.827
62.63.216.34,Tyfon,Sundsvall,SE,62.3913,17.3063
204.169.236.171,TIES,Circle Pines,US,45.1674,-93.1223
24.167.222.130,Time Warner Cable,Milwaukee,US,43.0846,-88.0359
24.97.33.132,Time Warner Cable,Latham,US,42.747,-73.759
24.128.16.158,Comcast Cable,North Dartmouth,US,41.6623,-71.0107
74.114.85.113,Anchorage School District,Anchorage,US,61.2059,-149.8232
76.105.164.42,Comcast Cable,Portland,US,45.5886,-122.7064
86.173.230.195,BT,Nottingham,GB,52.9063,-1.2316
189.155.139.28,Telmex,Monclova,MX,26.9,-101.4167
173.212.92.251,EastLink,Holyrood,CA,47.2195,-53.1448
190.139.231.158,Telecom Argentina S.A.,San Isidro,AR,-34.4708,-58.5286
138.245.1.1,Leibniz-Rechenzentrum,Munich,DE,48.15,11.5833
124.170.111.228,iiNet Limited,Brisbane,AU,-27.5393,153.099
184.73.69.157,Amazon.com,Ashburn,US,39.018,-77.539
195.210.248.235,Telekom Slovenije d.d.,Ljubljana,SI,46.0553,14.5144
68.197.162.187,Optimum Online,The Bronx,US,40.8449,-73.8434
148.197.220.60,Jisc Services Limited,Portsmouth,GB,50.799,-1.0913
74.110.224.235,Verizon Fios,Richmond,US,37.4449,-77.2983
73.133.188.187,Comcast Cable,Haymarket,US,38.8694,-77.6373
49.146.224.229,Philippine Long Distance Telephone,Quezon City,PH,14.6488,121.0509
66.249.68.105,Googlebot,Mountain View,US,37.4192,-122.0574
46.139.115.253,Magyar Telekom,Budapest,HU,47.5562,19.0684
50.34.149.118,Frontier Communications,Snohomish,US,47.9402,-122.0062
76.184.32.222,Time Warner Cable,Dallas,US,32.7757,-96.8826
31.181.144.251,Rostelecom,Krasnodar,RU,45.0448,38.976
95.154.66.70,Octopusnet,Vladivostok,RU,43.1211,131.9226
150.214.94.231,Centro Informatico Cientifico de Andalucia,Jerez de la Frontera,ES,36.6865,-6.1361
68.36.84.110,Comcast Cable,Canton,US,42.3291,-83.4877
121.83.17.21,K-Opticom Corporation,Kyoto,JP,35.0214,135.7556
124.215.119.171,Kddi Corporation,,JP,35.69,139.69
165.138.86.159,Education Networks of America,Indianapolis,US,39.7876,-85.9719
66.17.87.131,IPNetZone,Page,US,36.6867,-111.4159
14.139.97.73,NKN Core Network,Mumbai,IN,18.975,72.8258
97.122.116.209,CenturyLink,Denver,US,39.7841,-104.8381
181.225.66.58,Media Commerce Partners S.A,Pereira,CO,4.8133,-75.6961
188.245.146.71,Pars Online PJS,,IR,35.7261,51.3304
64.251.54.194,State of Connecticut,Wolcott,US,41.5989,-72.9776
199.212.250.161,Waterloo Region District School Board,Kitchener,CA,43.4413,-80.4246
71.55.230.46,CenturyLink,Maitland,US,28.6294,-81.3619
24.248.13.194,Cox Communications,New Orleans,US,29.9393,-90.0738
198.241.51.190,"IdeaTek Telcom, LLC",Garden City,US,38.0439,-100.7561
73.216.12.243,Comcast Cable,Stafford,US,38.4336,-77.3887
107.3.165.139,Comcast Cable,Santa Clara,US,37.3501,-121.9854
71.87.201.179,Charter Communications,Bybee,US,36.105,-83.1237
192.254.79.72,Centrilogic,Rochester,US,43.173,-77.7138
210.135.216.132,Jupiter Telecommunications Co.,Musashino,JP,35.7061,139.5594
68.84.51.46,Comcast Cable,Sellersville,US,40.3611,-75.3201
187.59.248.228,Global Village Telecom,Salvador,BR,-12.9833,-38.5167
184.60.146.141,TDS Telecom,Quincy,US,30.5117,-84.7051
180.74.188.58,"Packet One Networks Sdn Bhd, Internet Services Pro",Bandar,MY,2.8667,101.4333
188.130.109.77,SAS CTS Computers and Telecommunications Systems,,FR,48.86,2.35
89.144.192.195,Telekom Austria AG,,AT,48.2,16.3667
54.86.66.252,Amazon Technologies,Ashburn,US,39.018,-77.539
165.139.83.106,Education Networks of America,Plymouth,US,41.3581,-86.3122
206.176.107.152,South Dakota State Government,Vermillion,US,42.8369,-96.9833
201.157.4.103,"Maxcom Telecomunicaciones, S.A.B. de C.V.",QuerÃ©taro City,MX,20.6,-100.3833
69.138.192.61,Comcast Cable,Gaithersburg,US,39.1682,-77.1645
41.100.228.67,Telecom Algeria,Chlef,DZ,36.1647,1.3347
207.157.157.217,Ventura County Office of Education,Camarillo,US,34.2041,-118.9807
24.40.236.165,Cobridge Communications LLC,Benton,US,34.5645,-92.5868
173.44.37.250,QuadraNet,Miami,US,25.7806,-80.1826
